TemplateID	LmQuery	Query
528361	заниматься маркетинг начальник отдел чем	начальник отдела по маркетингу чем занимается
528361	маркетинг начальник обязанность отдел	начальник отдела по маркетингу обязанности
529387	менеджер реклама	менеджер по рекламе
529387	заниматься менеджер реклама чем	менеджер по рекламе чем занимается
529387	менеджер обязанность реклама	менеджер по рекламе обязанности
529388	pr должностной менеджер обязанность	PR-менеджер должностные обязанности
529388	pr кто менеджер это	PR-менеджер кто это такой
536761	коммерческий осмотрительность	Коммерческая осмотрительность
536761	коммерческий осторожность	коммерческая осторожность
536761	зачем контрагент проверять	зачем проверять контрагента
536762	контрагент проверять	как проверить контрагента
536762	инн	инн
536762	компания отчет	отчет о компании
536762	контрагент отчет	отчет о контрагенте
536763	контрагент недобросовестный	недобросовестный контрагент
536763	контрагент проверять	для чего проверять контрагентов
536763	контрагент налоговый	контрагент налоговая
537712	автотаргетинг	что такое автотаргетинг
537712	автотаргетинг отличаться таргетинг чем	чем автотаргетинг отличается от таргетинга
541722	менеджер навык	навыки менеджер
541722	должный знать продавец	что должен знать продавец
541722	должный знать менеджер	что должен знать менеджер
541722	знание продавец	знания продавца
547479	оценивать реклама эффективность	как оценить эффективность рекламы
547479	аналитика реклама	аналитика рекламы
547479	маркетинговый отчет	маркетинговый отчет
547479	конверсия рекламный	рекламная конверсия
549034	где рубль хранить цифровой	где хранить цифровые рубли
549034	наличный обмен рубль цифровой	обмен цифровых рублей на наличные
549034	рубль счет цифровой	счет для цифрового рубля
550528	навык сотрудник твердый	твердые навыки у сотрудников
550528	какой навык твердый это	твердые навыки это какие
550529	какой мягкий навык это	Мягкие навыки это какие
550529	мягкий навык	Мягкие навыки
555058	реклама это	реклама это
555058	реклама считать	что считать рекламой
555058	реклама	что такое реклама
563499	колдунщик	Для чего нужен колдунщик
563499	колдунщик это	Колдунщик это
567112	кп оформлять	как оформить кп
567112	коммерческий предложение	коммерческое предложение
567114	выход новый рынок	выход на новые рынки
567114	ближний зарубежье страна	страны ближнего зарубежья
567561	заниматься оптовый отдел продажа руководитель	чем занимается руководитель отдела оптовых продаж
567561	должный знать оптовый отдел продажа руководитель	что должен знать руководитель отдела оптовых продаж
567563	начальник отдел продажа спецтехника	Начальник отдела продаж спецтехники
567563	должный начальник отдел продажа спецтехника уметь	Начальник отдела продаж спецтехники что должен уметь
567769	должностной инструкция работа с супервайзер супермаркет	Супервайзер по работе с супермаркетами должностная инструкция
567769	работа с супервайзер супермаркет	Супервайзер по работе с супермаркетами
567769	заниматься компания работа с супервайзер супермаркет чем	Супервайзер по работе с супермаркетами чем занимается в компании
567787	должностной инструкция представитель региональный торговый	региональный торговый представитель должностная инструкция
567787	обязанность представитель региональный торговый	региональный торговый представитель обязанности
567787	кто представитель региональный торговый	кто такой региональный торговый представитель
567794	начальник обязанность отдел продажа	Начальник отдела продаж обязанности
567794	начальник отдел продажа	Начальник отдела продаж
570132	мрот тюмень	Тюмень МРОТ
570132	мрот область тюменский	Тюменская область МРОТ
570132	1 2022 июнь мрот область с тюменский	мрот в тюменской области с 1 июня 2022
579933	вычет ндфл порядок упрощенный	вычет по НДФЛ в упрощенном порядке
579933	вычет ндфл получать порядок упрощенный	как получить вычет по НДФЛ в упрощенном порядке
579933	вычет можно ндфл получать порядок упрощенный	на что можно получить вычет по НДФЛ в упрощенном порядке
580220	2024 бизнес изменение	изменения для бизнеса 2024
580220	2024 изменение	изменения 2024
580220	2024 год изменяться	что изменится в 2024 году
580221	2023 wildberries изменение	изменения wildberries 2023
580221	2023 изменение маркетплейс	изменения на маркетплейсах 2023
580221	2023 ozon изменение	изменения ozon 2023
580222	2024 год изменяться маркетплейс	что изменится на маркетплейсах в 2024 году
580222	2024 изменение маркетплейс	изменения маркетплейсов 2024
580222	2024 маркетплейс	маркетплейсы 2024
582546	накладной товарный транспортный	Товарно транспортная накладная
582546	накладной товаро транспортный	товаро-транспортная накладная
582546	накладная товарный транспортный это	товарно транспортная накладная это
584409	акциз ставка	ставки акцизов
584409	2024 акциз год	акциз в 2024 году
586564	поздравительный рассылка	поздравительные рассылки
586564	8 клиент март поздравление с	поздравление клиентов с 8 марта
591338	маркетплейс экономика юнит	юнит-экономика на маркетплейсах
591338	расчет рентабельность товар	расчет рентабельности товара
591338	маркетплейс рентабельность товар	рентабельность товара на маркетплейсе
591840	фейковый франшиза	фейковая франшиза
591840	лжефраншиза	лжефраншиза
591840	фейк франшиза	франшиза фейк
5400000013	окей спасибо	Окей. спасибо
5400000013	благодарить хорошо	Хорошо, благодарю
5400000013	вы огромный спасибо	Огромное Вам спасибо!
5400000013	изучать ответ спасибо	Спасибо за ответ, изучим!
5400000013	да спасибо	Да, спасибо.
5400000077	письмо тестовый	тестовое письмо
5400000077	тэст	ТЭСТ
5400000077	тест	Здравствуйте тест
5400000088	проверка	проверка
5400000088	извинять менеджер проверка связь	Извините. пожалуйста, проверка связи от менеджера)
5400000088	проверка связь	проверка связи.
